Domain,Problem name,BACC average standard,BACC stdev standard,BACC average not use,BACC stdev not use,BACC average use,BACC stdev use,BACCDROP,BACC improvement,Recall average standard,Recall stdev standard,Recall average not use,Recall stdev not use,Recall average use,Recall stdev use,Recall DROP,Recall improvement,Precision average standard,Precision stdev standard,Precision average not use,Precision stdev not use,Precision average use,Precision stdev use,Precision DROP,Precision improvement,DomainFolder
rslt_use_sud_ol\satellite,p04,0.9266666666666666,0.18120750037482,0.6716666666666666,0.2974989911201618,0.7433333333333333,0.188990777881604,0.255,0.0716666666666666,0.9166666666666666,0.2787178067853021,0.4666666666666667,0.5030977485864634,0.95,0.2197841776510827,0.4499999999999999,0.4833333333333333,0.8388888888888889,0.3246998710770669,0.4333333333333333,0.4824607357929978,0.4222222222222222,0.341105252776086,0.4055555555555555,-0.0111111111111111,satellite_p04
rslt_use_sud_ol\satellite,p05,1.0,0.0,0.7767857142857142,0.2907279366416142,0.7892857142857145,0.1821610280621666,0.2232142857142858,0.0125000000000002,1.0,0.0,0.625,0.4871773518462232,0.8625,0.3465471637582116,0.375,0.2375,1.0,0.0,0.625,0.4871773518462232,0.3125,0.1559305806811517,0.375,-0.3125,satellite_p05
rslt_use_sud_ol\satellite,p06,0.9166666666666664,0.2055979849146537,0.7488095238095238,0.2923104892579203,0.736904761904762,0.2881990955165278,0.1678571428571427,-0.0119047619047618,0.8571428571428571,0.3524536884251207,0.5714285714285714,0.4984447862792268,0.7,0.4615663313770509,0.2857142857142857,0.1285714285714285,0.8571428571428571,0.3524536884251207,0.5714285714285714,0.4984447862792268,0.4476190476190475,0.3916837360273247,0.2857142857142857,-0.1238095238095238,satellite_p06
rslt_use_sud_ol\satellite,p07,0.9283333333333332,0.1757228814737748,0.6133333333333333,0.2977125599661222,0.6616666666666666,0.1678292783356547,0.315,0.0483333333333333,0.9333333333333332,0.2515488742932317,0.4333333333333333,0.4997174342809082,0.9,0.3025316904537664,0.5,0.4666666666666667,0.8138888888888889,0.3085285939473254,0.3166666666666666,0.4009170279207858,0.2872222222222222,0.243258766275221,0.4972222222222222,-0.0294444444444444,satellite_p07
rslt_use_sud_ol\sokoban,p01,0.6822222222222223,0.2747965724929934,0.6483333333333333,0.2687135017137068,0.6833333333333332,0.266902720064451,0.0338888888888889,0.0349999999999999,0.44,0.4988876515698588,0.37,0.4852365870939097,0.48,0.5021167315686783,0.07,0.1099999999999999,0.4033333333333332,0.4750686641847004,0.36,0.4771548676025087,0.3391666666666667,0.4122246385618962,0.0433333333333332,-0.0208333333333332,sokoban_p01
rslt_use_sud_ol\sokoban,p03,0.7142857142857143,0.2893083173809775,0.6651785714285714,0.2905543366161981,0.6642857142857144,0.2929464425223749,0.0491071428571429,-0.000892857142857,0.55,0.5006325113218328,0.45,0.5006325113218328,0.575,0.4974619125424375,0.1,0.1249999999999999,0.46875,0.4696062854042088,0.3979166666666666,0.4665263125283438,0.33125,0.3664880174684577,0.0708333333333333,-0.0666666666666666,sokoban_p03
rslt_use_sud_ol\sokoban,p04,0.895,0.212670669250186,0.6499999999999999,0.2983002696067464,0.7233333333333332,0.2638480987406192,0.2450000000000001,0.0733333333333332,0.85,0.3600847357902755,0.4166666666666667,0.4971671160112441,0.7166666666666667,0.4544196025054849,0.4333333333333333,0.3,0.775,0.3730883477867371,0.4166666666666667,0.4971671160112441,0.3888888888888889,0.3328621905772447,0.3583333333333333,-0.0277777777777777,sokoban_p04
rslt_use_sud_ol\sokoban,p05,0.7733333333333333,0.2892812054372164,0.6166666666666666,0.2882834449509169,0.6683333333333333,0.2746286655737202,0.1566666666666667,0.0516666666666667,0.65,0.4809947319913076,0.3666666666666666,0.4859611014169709,0.6833333333333333,0.4691017983072983,0.2833333333333334,0.3166666666666667,0.5916666666666667,0.4647914300482827,0.3555555555555555,0.4788036986024175,0.325,0.3135739549698044,0.2361111111111111,-0.0305555555555555,sokoban_p05
rslt_use_sud_ol\sokoban,p06,0.6833333333333332,0.3065204760858351,0.5983333333333333,0.283137187007759,0.6199999999999999,0.2851107426829448,0.0849999999999999,0.0216666666666666,0.5166666666666667,0.5039392842990978,0.3333333333333333,0.4753826885415284,0.5666666666666667,0.4997174342809082,0.1833333333333334,0.2333333333333333,0.45,0.4666868437930209,0.325,0.4678204059288028,0.2513888888888889,0.2423459509663412,0.125,-0.0736111111111111,sokoban_p06
rslt_use_sud_ol\sokoban,p07,0.8450000000000001,0.2600032594319814,0.6499999999999999,0.3321731221078061,0.7033333333333334,0.2343159294675884,0.1950000000000001,0.0533333333333334,0.75,0.4366668823046865,0.4666666666666667,0.5030977485864634,0.7666666666666667,0.4265218680850986,0.2833333333333333,0.3,0.725,0.4359384966728173,0.4666666666666667,0.5030977485864634,0.4288888888888889,0.4168967349756964,0.2583333333333333,-0.0377777777777777,sokoban_p07
rslt_use_sud_ol\zeno-travel,p01,0.96875,0.1059113980243143,0.7223214285714287,0.3291946581669301,0.8035714285714286,0.1664512514717368,0.2464285714285713,0.0812499999999999,0.975,0.1571099751887112,0.6,0.4929888180106566,0.95,0.2193200078031751,0.375,0.35,0.9041666666666666,0.2505619563145611,0.5604166666666666,0.484821475981039,0.4279166666666666,0.3317554955999365,0.34375,-0.1324999999999999,zeno-travel_p01
rslt_use_sud_ol\zeno-travel,p02,0.8583333333333333,0.268890795467241,0.6683333333333332,0.2994297782292127,0.6083333333333332,0.2812150794391275,0.19,-0.06,0.7833333333333333,0.415450201656585,0.45,0.501692052213544,0.5,0.5042194840896107,0.3333333333333333,0.0499999999999999,0.775,0.4160447335791946,0.4416666666666666,0.496527489694779,0.2708333333333333,0.3317848921956295,0.3333333333333333,-0.1708333333333333,zeno-travel_p02
rslt_use_sud_ol\zeno-travel,p03,0.7466666666666665,0.3033522686087191,0.5883333333333333,0.2917461554314633,0.5883333333333333,0.2675004620092108,0.1583333333333332,0.0,0.65,0.4809947319913076,0.3333333333333333,0.4753826885415284,0.4833333333333333,0.5039392842990978,0.3166666666666667,0.15,0.5333333333333333,0.4402105300131555,0.325,0.4678204059288028,0.2619444444444444,0.360347338019274,0.2083333333333333,-0.0630555555555555,zeno-travel_p03
rslt_use_sud_ol\zeno-travel,p06,0.9116666666666666,0.2017648124624871,0.6783333333333331,0.316812336403075,0.6316666666666666,0.2683860530026247,0.2333333333333335,-0.0466666666666665,0.8833333333333333,0.3237317715130933,0.5,0.5042194840896107,0.6833333333333333,0.4691017983072983,0.3833333333333333,0.1833333333333333,0.8291666666666667,0.3540274734782614,0.475,0.4908052877755847,0.2641666666666666,0.2137422149770064,0.3541666666666667,-0.2108333333333333,zeno-travel_p06
