Domain,Problem name,BACC average standard,BACC stdev standard,BACC average not use,BACC stdev not use,BACC average use,BACC stdev use,BACCDROP,BACC improvement,Recall average standard,Recall stdev standard,Recall average not use,Recall stdev not use,Recall average use,Recall stdev use,Recall DROP,Recall improvement,Precision average standard,Precision stdev standard,Precision average not use,Precision stdev not use,Precision average use,Precision stdev use,Precision DROP,Precision improvement,DomainFolder
rslt_use_oc_ol\satellite,p04,0.955,0.1407305394921895,0.6783333333333331,0.2917461554314633,0.75,0.1712367772947887,0.2766666666666669,0.0716666666666668,0.95,0.2197841776510827,0.4833333333333333,0.5039392842990978,0.9666666666666668,0.1810203347193925,0.4666666666666666,0.4833333333333333,0.8833333333333333,0.2662779652961541,0.425,0.4678204059288028,0.4247222222222222,0.3383728048371477,0.4583333333333333,-0.0002777777777777,satellite_p04
rslt_use_oc_ol\satellite,p05,1.0,0.0,0.7767857142857142,0.2907279366416142,0.7892857142857145,0.1821610280621666,0.2232142857142858,0.0125000000000002,1.0,0.0,0.625,0.4871773518462232,0.8625,0.3465471637582116,0.375,0.2375,1.0,0.0,0.625,0.4871773518462232,0.3125,0.1559305806811517,0.375,-0.3125,satellite_p05
rslt_use_oc_ol\satellite,p06,0.9166666666666664,0.2055979849146537,0.7476190476190476,0.2938484403772177,0.7345238095238095,0.2915520330776625,0.1690476190476189,-0.0130952380952381,0.8571428571428571,0.3524536884251207,0.5714285714285714,0.4984447862792268,0.7,0.4615663313770509,0.2857142857142857,0.1285714285714285,0.8571428571428571,0.3524536884251207,0.5714285714285714,0.4984447862792268,0.4476190476190475,0.3916837360273247,0.2857142857142857,-0.1238095238095238,satellite_p06
rslt_use_oc_ol\satellite,p07,0.89,0.2252682017326555,0.5716666666666665,0.289413004209641,0.6366666666666666,0.219372500066236,0.3183333333333334,0.065,0.85,0.3600847357902755,0.35,0.4809947319913076,0.8166666666666667,0.390204929499423,0.5,0.4666666666666667,0.775,0.3730883477867371,0.275,0.4057322319803993,0.2933333333333333,0.2876654522694349,0.5,0.0183333333333333,satellite_p07
rslt_use_oc_ol\sokoban,p01,0.7,0.2745604929197811,0.6466666666666667,0.2689993373072777,0.6572222222222223,0.2665000180738657,0.0533333333333332,0.0105555555555555,0.47,0.5016135580465919,0.37,0.4852365870939097,0.44,0.4988876515698588,0.0999999999999999,0.07,0.4316666666666667,0.4803051545906777,0.355,0.4729821573929837,0.3016666666666666,0.3988233254128678,0.0766666666666667,-0.0533333333333333,sokoban_p01
rslt_use_oc_ol\sokoban,p03,0.7321428571428571,0.2907557030269163,0.6696428571428571,0.2896150983503048,0.675,0.2952521920063015,0.0625,0.0053571428571429,0.575,0.4974619125424375,0.4625,0.501737487466418,0.6,0.4929888180106566,0.1124999999999999,0.1374999999999999,0.503125,0.4726045806617274,0.4,0.4643401924731388,0.35,0.3715914002992686,0.103125,-0.05,sokoban_p03
rslt_use_oc_ol\sokoban,p04,0.9316666666666666,0.1662055768778855,0.6783333333333332,0.3037012730905752,0.755,0.2382314783737354,0.2533333333333334,0.0766666666666667,0.9166666666666666,0.2787178067853021,0.4666666666666667,0.5030977485864634,0.75,0.4366668823046865,0.4499999999999999,0.2833333333333333,0.825,0.3165625758152401,0.4666666666666667,0.5030977485864634,0.4111111111111111,0.3254240557646401,0.3583333333333333,-0.0555555555555555,sokoban_p04
rslt_use_oc_ol\sokoban,p05,0.8166666666666667,0.2700700892497069,0.635,0.2984848745564556,0.675,0.2678381752767764,0.1816666666666666,0.04,0.7166666666666667,0.4544196025054849,0.4,0.4940321817555709,0.6833333333333333,0.4691017983072983,0.3166666666666666,0.2833333333333333,0.6583333333333333,0.4461859712092647,0.3916666666666666,0.487919021715092,0.3338888888888888,0.3259343611588923,0.2666666666666666,-0.0577777777777778,sokoban_p05
rslt_use_oc_ol\sokoban,p06,0.68,0.2880677886322204,0.5833333333333334,0.2762746525033001,0.6083333333333332,0.2848083903417165,0.0966666666666666,0.0249999999999998,0.5,0.5042194840896107,0.3166666666666666,0.4691017983072983,0.55,0.501692052213544,0.1833333333333333,0.2333333333333334,0.4083333333333333,0.4461859712092647,0.2916666666666667,0.4442825741008953,0.2430555555555555,0.2437020592029568,0.1166666666666666,-0.0486111111111111,sokoban_p06
rslt_use_oc_ol\sokoban,p07,0.8766666666666667,0.2410194919093183,0.6433333333333332,0.3274796754809485,0.6833333333333335,0.2457549190270435,0.2333333333333335,0.0400000000000002,0.8,0.4033755872716886,0.45,0.501692052213544,0.7333333333333333,0.4459484908564834,0.35,0.2833333333333332,0.7833333333333333,0.4051225663738206,0.45,0.501692052213544,0.4075,0.4165867154932136,0.3333333333333333,-0.0425,sokoban_p07
rslt_use_oc_ol\zeno-travel,p01,0.9616071428571428,0.1325113380603488,0.7348214285714286,0.3230956867319806,0.824107142857143,0.1570457327669719,0.2267857142857142,0.0892857142857144,0.95,0.2193200078031751,0.6,0.4929888180106566,0.95,0.2193200078031751,0.35,0.35,0.90625,0.2619758178037126,0.5833333333333333,0.4904144462736839,0.450327380952381,0.3297250984806003,0.3229166666666667,-0.1330059523809522,zeno-travel_p01
rslt_use_oc_ol\zeno-travel,p02,0.8466666666666666,0.2671041608967587,0.6533333333333332,0.3005456431489553,0.58,0.2874788127786292,0.1933333333333333,-0.0733333333333332,0.7666666666666667,0.4265218680850986,0.4333333333333333,0.4997174342809082,0.45,0.501692052213544,0.3333333333333333,0.0166666666666666,0.7388888888888889,0.4289068427103857,0.4166666666666667,0.4885699182018387,0.2527777777777777,0.3364846331543641,0.3222222222222222,-0.1638888888888889,zeno-travel_p02
rslt_use_oc_ol\zeno-travel,p03,0.7533333333333334,0.2937003353856609,0.5816666666666667,0.2776973518221582,0.57,0.283022428290152,0.1716666666666667,-0.0116666666666667,0.65,0.4809947319913076,0.3166666666666666,0.4691017983072983,0.4666666666666667,0.5030977485864634,0.3333333333333333,0.15,0.5333333333333333,0.4402105300131555,0.2916666666666667,0.4442825741008953,0.2436111111111111,0.3364975755190438,0.2416666666666666,-0.0480555555555555,zeno-travel_p03
rslt_use_oc_ol\zeno-travel,p06,0.96,0.1486663879807881,0.6766666666666664,0.3248815516443955,0.6233333333333334,0.2676746486205302,0.2833333333333336,-0.053333333333333,0.95,0.2197841776510827,0.5,0.5042194840896107,0.6833333333333333,0.4691017983072983,0.4499999999999999,0.1833333333333333,0.9166666666666666,0.2464436310332165,0.4916666666666666,0.499929373542977,0.2547222222222222,0.2066933568209762,0.425,-0.2369444444444444,zeno-travel_p06
